time/steps,time/epochs,time/steps_per_second,time/dataset,time/extras_step,time/processor,time/train_step,train/q_loss,train/q,train/chi2_loss,train/actor_loss,train/reward,train/data_pts_seen,train/flops,time/validation,time/eval,eval/score,eval/reward,eval/length,eval/reward_std,step,eval/TimeLimit.truncated
405000,0,41.78607145828837,0.0007417201995849609,7.867813110351562e-06,0.00010061264038085938,0.022777795791625977,31.797736229300497,-19.407465782254935,63.787763572692874,12.827538190841675,-0.07898995006922632,508365619.584,1016731239.168,2.574920654296875e-05,7.388966798782349,0.8520152125672681,2752.6728092601197,878.6,415.19536422433185,405000,1.0
410000,0,41.63473726861018,0.000985860824584961,1.1205673217773438e-05,0.00013685226440429688,0.02489495277404785,31.426233507514,-19.278090407595037,64.14091190338135,12.817115074157714,-0.0525446042586118,514645618.112,1029291236.224,3.266334533691406e-05,4.288387298583984,0.4964647764937733,1595.5082069846496,496.1,252.35119606288734,410000,1.0
415000,0,41.68373714268178,0.0010423660278320312,1.0728836059570312e-05,0.0001392364501953125,0.0324859619140625,33.300431716442105,-19.112182620406152,64.94590586853028,12.727747437477111,-0.1174123808684526,520925620.672,1041851241.344,3.314018249511719e-05,6.631139039993286,0.7553264142855733,2437.992124168784,779.5,459.51853007896926,415000,1.0
420000,0,42.10500363327598,0.0009565353393554688,1.049041748046875e-05,0.00014519691467285156,0.031229257583618164,32.14563162138107,-18.874356271184983,64.12079845428467,12.67872651743889,-0.06526738856220618,527205619.2,1054411238.4,2.3603439331054688e-05,5.645857334136963,0.6742121784287365,2173.9999786078843,675.2,431.90327561715384,420000,1.0
425000,0,41.56031521323286,0.0007424354553222656,7.867813110351562e-06,9.894371032714844e-05,0.022968053817749023,31.761165768515596,-19.335248554042074,64.45358279418946,12.307855719089508,-0.033344186342787,533485621.76,1066971243.52,2.7418136596679688e-05,7.274400949478149,0.8254684127452177,2666.274329772895,862.8,479.59996171354777,425000,1.0
430000,0,41.414760766321734,0.0009632110595703125,1.0967254638671875e-05,0.00013589859008789062,0.03587484359741211,31.354631769657136,-19.94717627185583,63.91894640350342,12.582387397766114,-0.09044782501622103,539765620.288,1079531240.576,3.4332275390625e-05,7.573125600814819,0.8559016112558828,2765.3213747982727,891.1,377.15144808339505,430000,1.0
435000,0,41.86772749442847,0.0007469654083251953,9.059906005859375e-06,0.00010132789611816406,0.023324966430664062,32.42956558951736,-20.530825866669417,64.1135933303833,12.429664298057556,-0.10171137796109542,546045618.816,1092091237.632,3.337860107421875e-05,8.03255844116211,0.8915169050871704,2881.233923736019,950.1,231.06502551824096,435000,1.0
440000,0,41.930053423853565,0.0007748603820800781,9.059906005859375e-06,0.00010156631469726562,0.023601055145263672,29.37354690003395,-20.54167223306745,63.154281127929686,12.396861655235291,-0.10212460139300675,552325621.376,1104651242.752,2.6226043701171875e-05,8.26578164100647,0.9467794255484459,3061.0897923337816,1000.0,72.2956448399402,440000,1.0
445000,0,41.74648086947417,0.0007224082946777344,8.821487426757812e-06,9.965896606445312e-05,0.02254462242126465,33.59913653988996,-20.29009300018847,64.42159708404542,12.800740643262863,-0.04997372724674642,558605619.904,1117211239.808,3.3855438232421875e-05,6.853609800338745,0.8013568659665367,2587.801557396287,805.1,413.6827458849735,445000,1.0
450000,0,41.526190959387655,0.0009741783142089844,2.0265579223632812e-05,0.00013899803161621094,0.03445863723754883,31.463594102334234,-20.426360601222143,63.83509146881104,12.31531084382534,-0.07926330458931626,564885618.432,1129771236.864,2.47955322265625e-05,5.609212636947632,0.6571176625979939,2118.364640817765,671.3,491.94637010698557,450000,1.0
455000,0,41.65203886352079,0.0010497570037841797,1.1444091796875e-05,0.00014090538024902344,0.03605532646179199,31.1353426527977,-20.719175280191003,63.84239505004883,12.507732571601867,-0.07263781271781772,571165620.992,1142331241.984,3.2901763916015625e-05,8.39191460609436,0.9415802084831402,3044.168564465354,981.9,110.67121591895109,455000,1.0
460000,0,41.49191090035372,0.0007326602935791016,8.58306884765625e-06,0.0001010894775390625,0.02319955825805664,32.286093843937465,-21.006586828291415,64.65705772399902,12.474796741008758,-0.10342663543683012,577445619.52,1154891239.04,3.409385681152344e-05,8.475258111953735,0.9153624803948113,2958.8410727290584,1000.0,114.23782342207551,460000,1.0
465000,0,41.81754721351413,0.0010547637939453125,1.0251998901367188e-05,0.00013709068298339844,0.035120487213134766,32.4869897082597,-21.20767863285914,65.08540784454345,12.01687564945221,-0.09326123713469132,583725619.056,1167451238.112,3.337860107421875e-05,8.236876010894775,0.9068716197545396,2931.206952843616,951.9,316.01413395516664,465000,1.0
470000,0,41.94262896223617,0.0007588863372802734,8.821487426757812e-06,0.00010180473327636719,0.02314925193786621,31.70681702440977,-21.428357962228358,63.9994556350708,12.899250363349914,-0.07935210527553864,590005620.608,1180011241.216,2.3126602172851562e-05,5.69921088218689,0.6820336313856694,2199.455462786379,676.4,662.9223612521018,470000,1.0
475000,0,41.795691796313605,0.001016855239868164,1.0251998901367188e-05,0.00013899803161621094,0.0326533317565918,33.133552178502086,-21.16497829461098,63.920938972473145,12.819275155305862,-0.10472504077199847,596285619.136,1192571238.272,3.409385681152344e-05,7.828133583068848,0.8689632118243354,2807.8312982673315,913.3,323.32128451080604,475000,1.0
480000,0,41.86233862085349,0.0009305477142333984,1.049041748046875e-05,0.0001456737518310547,0.03201031684875488,34.296587591963956,-20.860565206254833,65.19997691345215,12.703509680271148,-0.07040752590587362,602565621.696,1205131243.392,3.0994415283203125e-05,4.730736494064331,0.5635490476636775,1813.8388180353297,559.6,236.34259171583514,480000,1.0
485000,0,41.76756443758225,0.0010004043579101562,1.1682510375976562e-05,0.0001690387725830078,0.03581976890563965,31.094517636299134,-21.42023389877379,64.1746208267212,12.65570898771286,-0.06996998637006618,608845620.224,1217691240.448,3.2901763916015625e-05,8.398199081420898,0.861262791027398,2782.7697220047726,1000.0,19.546951111564006,485000,1.0
490000,0,41.706309979797474,0.0007655620574951172,8.821487426757812e-06,0.00010228157043457031,0.023324012756347656,30.871958792093128,-21.35850573089719,62.762500389099124,12.02908511018753,-0.05234293489530682,615125618.752,1230251237.504,2.3365020751953125e-05,5.636457681655884,0.6542519105327285,2109.037843513156,666.9,417.47686936824016,490000,1.0
495000,0,41.61793484310352,0.0007224082946777344,7.867813110351562e-06,0.00010037422180175781,0.02451038360595703,32.60633037525683,-22.222370193615557,63.72918182373047,12.547051956653595,-0.1011405442749965,621405621.312,1242811242.624,2.47955322265625e-05,8.386352062225342,0.8695919058185773,2809.87742832931,1000.0,54.92769348349605,495000,1.0
500000,0,41.98777881808625,0.0007216930389404297,8.821487426757812e-06,0.0001010894775390625,0.023114442825317383,32.018922827371206,-21.356701710572,63.57313568878174,12.007537818431855,-0.04826232555508614,627685619.84,1255371239.68,2.3126602172851562e-05,4.575885772705078,0.5405148779935639,1738.8724473583072,542.2,249.7137812897938,500000,1.0
500003,0,3404.8864176063435,146.95545291900635,2.5510787963867188e-05,0.0006890296936035156,0.038410186767578125,33.97758483886719,-60.665287017822266,57.440513610839844,4.642228126525879,-2.0036308765411377,1264.0,2528.0,9.942054748535156e-05,6.584312677383423,0.7804231702778613,2519.671331166627,792.0,405.1502203903994,500000,1.0
500004,0,7104.204335307548,70.42089414596558,2.5510787963867188e-05,0.0005688667297363281,0.029711484909057617,14.737797737121582,-15.132732391357422,51.688941955566406,8.417460441589355,-1.2913320064544678,1264.0,2528.0,9.655952453613281e-05,6.11381196975708,0.7327558995643617,2364.534752047534,745.4,466.90580541929563,500000,1.0
500005,0,3754.247773235238,87.64658260345459,2.8371810913085938e-05,0.00021457672119140625,0.036388397216796875,30.432397842407227,-33.44459533691406,81.98722076416016,14.674758911132812,-0.49514809250831604,1264.0,2528.0,16.071494817733765,7.366391897201538,0.8939736661027691,2889.22963009739,917.6,522.2797801498784,500000,1.0
